batch_num,src_lang,tgt_lang
18,Robillard  pibliye enn deziem lartik dan revi Notre librairie n° lor bann spesifisite Kreol Morisyen,Robillard publishes a second article in the journal Notre librairie n° on the specificities of Mauritian Creole
19,"An , Caid pou pibliye enn lartik lor bann azektif an Kreol Morisyen ek Kreol Renione selon enn lapros ko npare","""And, Caid will publish an article on adjectives in Mauritian Creole and Reunion Creole according to a comparative approach."""
19,"Pou bizin atann pou retrouv bann lartik ki denot enn lintere pou sintax: dan so lartik, de Robillard pou diskit lor bann diferan rol ki “la” Lor plan semantik, enn verb ‘statif’ fer referans enn leta e pa enn aksion","""We must wait to find the articles that show interest for syntax: in his article, Robillard will explain the different roles of ""la"" in the semantic aspect, a stative verb refers to a state and not an action."""
19,"Ex: verb ‘reste’, ‘dormi’ ouswa ‘alonze’","""For example: verbs like 'rest', 'sleep' or 'lie down'."""
19,"kapav zwe an Kreol Morisyen; mem lane, Mufwene pibliye enn letid konpare lor bann form reflexif Kreol Morisien ek Kreol Aisien","""These can be used in Mauritian Creole; the same year, Mufwene published a comparative study on the reflexive forms in Mauritian and Asian creoles."""
19,"Apre piblikasion ki li dirize an pou revi Langages lor « Syntaxe des langues créoles », Véronique pou abord an bann varyasion ki afekte enn verb an Kreol Morisyen ek ba nn term ki servi pou signal sa bann variasion ‐la (letan, laspe ek mod)","""After the publication which she is working on for Langages on 'Syntax of Creole languages', Véronique will discuss the variations that affect a verb in Mauritian Creole and the terms used to indicate these variations (time, aspect, and mode)."""
19,"De‐z‐an pli tar, Véronique pou pibliye enn lot lartik ki pou konpar devlopman negasion an Kreol ek akizision negasion an Franse lang etranzer","""Two years later, Véronique will publish another article that compares the development of negation in Creole with the acquisition of negation in the French foreign language."""
19,"Mem lane, Adone pou rediz enn lartik ki pe ko npar seki pe pase kan enn dimounn pe aprann enn deziem lang ek manier bann lang kreol finn forme","""In the same year, Adone will rewrite an article on what happens when a person is learning a second language and how creole languages have developed."""
19,"Sa mem lane‐la, Florigny pou pibliye enn lartik lor deskripsion lespas an Kreol Morisyen dan enn perspektiv fonksionel","""That same year, Florigny will publish an article on spatial description in Mauritian Creole from a functional perspective."""
19,"Dan enn liv ki li finn edite sa lane‐la, Kriegel pou rediz enn lartik lor ba nn diferan fonksion ki “kapav” ena dan bann striktir sintaxik an Kreol Morisyen","""In a book she has edited this year, Kriegel will rewrite an article on the different functions that ""kapav""can have in the syntactic structures in Mauritian Creole."""
19,"An , Bollée pou ekrir enn lartik lor devlopman bann demonstratif dan bann kreol Losean Indien","""And, Bollée will write an article on the development of demonstratives in the Indian Ocean creoles."""
20,"Lane , swa de‐z‐an pli tar, Henri, Kriegel ek Ludwig pou prezant enn lartik lor inflians ki bhojpouri kapav ena lor bann striktir sintaxik an Kreol Morisyen","""This year, in a two-year time, Henri, Kriegel and Ludwig will present an article on the influences that Bhojpuri may have on the strict syntactic structures in Mauritian Creole"""
20,Guillemin pou pibliye difer an lartik lane lor Kreol Morisyen,Guillemin will publish various articles this year on Mauritian Creole
20,"Dan enn perspektiv diakronik, li pou etidie evolision “so” an Kreol Morisyen dan enn premie lartik, tandis ki enn deziem pou prezant so bann resers lor bann determinan ek sistem determinasion","""From a diachronic perspective, he will study the evolution of possessive constructions in Mauritian Creole in a first article, while a second one will present his research on determiners and determination systems"""
20,Li pou rediz enn trwaziem lartik lor bann determin an defini ek spesifik an Kreol Morisyen sa lane‐la,He will then revise a third article on the definition and specifications of determiners in Mauritian Creole this year
20,Se dan enn mem perspektiv diakronik ki Syea pou pibliye enn lartik lor evolision sintagm nominal an Kreol Morisyen sa mem lane‐la,It is in the same diachronic perspective that Syea will publish an article on the evolution of nominal syntagms in Mauritian Creole this same year
20,"Dan mem letan, Henri pou pibliye enn lartik lor manier kapav inplemant enn gramer Kreol Morisyen kan pe itiliz teknolozi informati k","""At the same time, Henri will publish an article on the ways to implement a Mauritian Creole grammar when using information technology"""
20,"Li pou osi pibliye, sa mem lane‐la, enn lot travay ansam ek Abeillé lor sintax bann konstriksion ki ena enn “copule” (verb ‘ete’) an Kreol Morisyen","""He will also publish, this year, another work together with Abeillé on the syntax of constructions that include a copula (the verb 'to be') in Mauritian Creole"""
20,"An , Henri ek Abeillé pou prezant enn lot travay dan Liniversite Stanford lor bann form verbal long ek kou rt an Kreol Morisyen ek manier zot fonksione","""Also, Henri and Abeillé will present another work at Stanford University on the long and short verbal forms in Mauritian Creole and how they function"""
20,"Mem lane, Alleesaib pou prezant enn travay lor bann pronom an Kreol Morisyen dan Liniversite Essex","""This year, Alleesaib will present a work on pronouns in Mauritian Creole at the University of Essex"""
20,"Touzour an , li ek Henri pou prezant","""Still this year, he and Henri will present"""
21,enn lot travay lor “Relativiser Drop in Subject Relativisation” dan Liniversite Oxford,Another job at Oxford University on “Relative Drop in Subject Relativization”
21,"Alleesaib pou pibliye enn lartik lor ‘bann’ an Kreol Morisyen lane , apartir bann reflexion so memwar DEA selon enn perspektiv striktiral","""I'm going to publish an article on 'bann' in Mauritian Creole this year, based on reflections from his DEA thesis from a strictural perspective"""
21,"Sa mem lane‐ la, Guillemin pou rediz enn lot lartik lor bann determinan an Kreol Morisyen","""In the same year, Guillemin will work on another article on determiners in Mauritian Creole"""
21,"LAPROS MORFOLOZIK An zeneral, kan nou koz morfolozi, premie zafer ki interes nou, se bann mo ki ena dan enn lang","""MORPHOLOGICAL PROPOSITIONS In general, when we talk about morphology, the first thing that interests us is the words in a language"""
21,Me ena de fason etidie bann mo enn lang lor plan morfolozik,But there are two ways to study words in a language on a morphological level
21,"Enn premie fason kot nou etidie manier bann mo sanz form dan lang‐la, an fonksion diferan kriter ek diferan konte xt","""A first way in which we study how words change form in the language, depending on different criteria and contexts"""
21,Nou apel sa: morfolozi flexionel,We call this: inflectional morphology
21,"Ena enn deziem fason, kot nou interes nou ek manier kot bann mo (finn) kree dan lang‐la selon diferan prosede","""There's also a second way, where we focus on the way words (have) been created in the language using different processes"""
21,Nou apel sa: morfolozi derivasionel,We call this: derivational morphology
21,Me ena ousi bann lezot prosede kreasion mo dan enn lang,But there are also other ways of creating words in a language
22,"Parmi, ena: transkategorizasion , konpozision , rediplikasion , anprin et neolozism","""Among them are: trans categorization, composition, reduplication, borrowing, and neologism"""
22,"Morfolozi flexionel Dan enn premie tan, nou interese par manier bann mo‐la kapav sanz form alinteryer enn mem kategori gramatikal, an fonkson sertin kriter gramatikal kouma nonb (pliryel ek singilie), zanr (maskilin, feminin); personn ( e, em, em), etc","""In the beginning, we are interested in the way words can change forms within the same grammatical category, based on certain grammatical criteria such as number (plural and singular), gender (masculine, feminine), person (he, she, it), etc"""
22,"Anou pran, kouma enn lexanp, enn lang kouma Franse","""Let's take, for example, a language like French"""
22,"Selon ki enn azektif li singile ouswa pliryel, selon ki li maskilin ouswa feminin, li pa pou ekrir parey","""Depending on whether an adjective is singular or plural, masculine or feminine, it will not be written the same way"""
22,"Long, par exanp, ki maskilin singilie an Franse (“un long baton”), vinn longue kan li feminin singilie “une longue robe”, longs kan li maskilin pliryel (“de longs batons ”), longues kan li feminin pliryel (“de longues robes”)","""Long, for example, is masculine singular in French (""un long baton""), becomes longue when feminine singular (""une longue robe""), longs when masculine plural (""de longs batons""), longues when feminine plural (""de longues robes"")"""
22,Nou dir ki li enn mo varyab,We say that it is a variable word
22,"Dan enn lang kouma Kreol Morisyen par kont, azektif ‘long’ napa sanz form dan okenn kontext gramatikal","""In a language like Mauritian Creole, however, the adjective 'long' does not change form in any grammatical context"""
22,"Nou dir ki mo‐la, li invaryab","""We say that here it is invariable"""
22,"Kan nou interes nou ek sa tip letid‐la, nou pe fer ‘mor folozi flexionel ’","""When we are interested in this type of study, we are doing 'morphological inflection'"""
22,"Dan Kreol Morisyen kouma dan boukou lezot lang kreol, morfolozi flexionel pena gran rol parski varyasion form bann mo an fonksion kriter gramatikal, an zeneral li pa existe, sof dan sertin ka","""In Mauritian Creole, as in many other Creole languages, morphological inflection does not play a big role because variations in the forms of words depend on grammatical criteria, generally it does not exist, except in some cases"""
24,"Sa mo‐la, se ‘bann’ : ‘b ann zanfan, enn bann zanfan, sa bann zanfan‐ la’","""This, I, define as 'bann': 'children, a group of children, those children'"""
24,(iii) Distinksion letan dan bann verb ousi pena onivo zot form,"(iii) There is no distinction in Creole verbs for time, and they don't have different forms either"
24,"‘Ale’, ‘vini’, ‘marse’ ekrir parey, ki nou dan prezan (‘mo pe ale/vini/ marse’), ki nou dan pase (‘mo ti ale / ti vini / ti marse’) , ouswa dan fitir (‘mo pou ale / pou vini / pou marse’)",""" 'Go', 'come', 'walk' are written the same, what we are in the present ('I am going/coming/walking'), what we were in the past ('I went/came/walked'), or in the future ('I will go/come/walk')"""
24,"Sel alternans ki bann verb kone dan Kreol Morisyen, se onivo zot form, Ena enn form long (ouswa plin) ki servi kan verb‐la otonom","""The only alternation in Creole verbs is in their form. There is a long (or full) form that is used when the verb is autonomous"""
24,"Setadir kot, an zeneral, li pena enn konpleman: ‘mo pe ale, to pe vini, li pe marse’","""Meaning, in general, it does not have a complement: 'I am going, you are coming, he is walking'"""
24,"Ena enn form kourt (ou swa medial ) ki servi kan verb‐la antrenn enn konpleman: ‘mo pe al lakaz, to ti vinn lekol, li ti pe mars dan zardin’","""There is a short (or medial) form that is used when the verb takes a complement: 'I am going home, you were coming to school, he was walking in the garden'"""
24,"Par exanp: chek‐cheke , dibout‐diboute , koulout‐kouloute , lastik‐lastike , louk‐louke , etc","""For example: search-seek, stand up-stand, roll-roll, elastic-elastic, lock-lock, etc."""
24,"Frew ; Carpooran, , (sapit introdiksion Diksioner Morisien )","""Forward; Corpooran, (sent in the introduction of the Mauritian Dictionary)"""
24,"Morfolozi derivasionel Morfolozi derivasionel, dan so kote, li interes li ek manier ki bann mo enn lang forme, swa apartir bann mo ki deza existe, swa apartir bann lezot prosede","""Derivational morphology. Derivational morphology, in its place, is interested in the ways in which words in a language are formed, either from existing words or from other procedures"""
24,Derivasion avek prefix Enn mo kapav deriv lor enn lot mo zis parski nou finn azout enn prefix ek li,Derivation with a prefix. A word can be derived from another word with a prefix because we added a prefix to it.
25,"Derivasion avek sifix Nou pou met isi sirtou bann sifix ki (finn) permet fabrik bann mo nouvo an Kreol Morisyen, setadir ki nou pa pe pran kont bann mo ki finn sorti direkteman depi enn lot lang deza ek zot sifix","Derivation with suffixes We will put here especially the suffixes that have allowed us to create new words in Mauritian Creole, meaning that we are not taking into account words that have directly come from another language and their suffixes"
25,"Me prinsip‐la, li aplike ek tou bann ka kot kapav separ enn mo kre ol ek enn lot mo kreol zis par prezans ouswa absans enn sifix","""But the principle is to apply to all cases where a word in Creole can be separated from another Creole word just by the presence or absence of a suffix"""
25,"Par exanp, faner (dan sans ‘dimounn ki azir mal ouswa dan enn fason maladrwa’) forme apartir verb kreol fane (setadir dan sans ‘azir mal ouswa dan enn fason maladrwa’) ek sifix azan ‐er","""For example, famer (in the sense of 'a person who acts badly or in a cunning manner') is formed from the Creole verb fane (meaning 'to act badly or in a cunning manner') and the suffix -er"""
25,LAPROS ENONSIASION,LINGUISTIC ENUNCIATION
25,So lorizinn ek so prinsip analiz Lingwistik enonsiasion abord analiz bann form ek striktir lingwistik selon perspektiv sibzektif dimounn ki itiliz zot dan enn sitiasion kominikasion,Its origin and its principle of linguistic analysis enunciation approach analyzes forms and linguistic structures from the subjective perspective of the person who uses them in a communication situation
25,"Dan sa volim‐la, nou pe fer enn prezantasion bann form lingwistik ki ransegn nou lor manier ki enn lokiter pran an sarz seki li pe dir; setadir manier ki li definir limem ek dimounn ar ki li pe koze dan so parol, manie r ki li sitie seki li pe dir par rapor ar moman ek landrwa kot li pe koze","""In this volume, we are giving a presentation of linguistic forms that shed light on the way a speaker expresses what he is saying: meaning how he defines himself and the person with whom he is speaking in his words, and the way he situates what he is saying in relation to the time and place where he is speaking"""
25,"Lingwistik enonsiasion finn devlope apartir travay enn lingwist franse, Emile Benveniste dan so piblikasion Problèmes de linguistique générale (Tom , ; Tom , )","""Linguistic enunciation developed from the work of a French linguist, Emile Benveniste, in his publication Problèmes de linguistique générale (Vol. , ; Vol. , )"""
25,"Ladan, li reg roup enn seri text ki fer enn kritik devlopma ki teori Ferdinand de Saussure finn kone avek sertin lingwist amerikin","""In it, he revisits a series of texts that critique the development of the theory that Ferdinand de Saussure had established with certain American linguists"""
25,"Émile Benveniste, enn disip Ferdinand de Saussure","""Emile Benveniste, a disciple of Ferdinand de Saussure"""
25,"Par bann text ki li finn pibliye, li finn oule reazir kont devlopman exsesif ki sertin lingwist amerikin finn donn striktiralism: zot finn akord tro linportans dan zot analiz, konbinezon bann form lingwistik desort ki zot finn negliz dimansion semantik ek lorizinn imin ki definir enn lang","""Through the texts he published, he expressed dissatisfaction with the excessive development that certain American linguists had given to structuralism: they gave too much importance to their analysis, leaving out the semantic dimension and the content that defines a language"""
26,"An reaksi on, Émile Benveniste finn propoz enn perspektiv analiz ki replas imin dan sant preokipasion bann lingwist","""In reaction, Émile Benveniste proposed an analytical perspective that replaces the notion of the speaker with the focal concern of linguists."""
26,"Li finn osi swazir pou analiz enn lang tel ki li pratike dan larealite: enn laspe konplemanter par rapor ar lapros Saussure, kot li, li montre ki enn lang enn sistem virtiel ki exist e zis an term konpetans lingwistik kan pa pe itiliz li","""He also chose to analyze a language such as the one he practices in reality: a complete complement to Saussure's approach, where he demonstrates that a language is a virtual system that exists only in linguistic competence when not used."""
26,Benveniste telman pertinan dan so demars rektifikasion ki so bann piblikasion finn donn nesans ‘teori enonsiasion’ ki form soubasman seki nou apel zordi ‘lingwistik enonsiasion’,Benveniste's rectifying approach has been so pertinent that his publications gave rise to the ‘theory of enunciation’ which forms the basis of what we now call ‘enunciative linguistics.’
26,"Benveniste met an evidans lefet ki kan enn dimounn koze dan larealite, li itiliz bann form ek striktir lingwistik ki li kone e li re‐organiz zot selon so perspektiv sibzektif pou prodir bann parol ki fer sans onivo lekritir ouswa onivo oral","""Benveniste highlights the fact that when a person speaks in reality, they utulize strict linguistic forms known to them and reorganize them according to their subjective perspective to produce words that make sense at both a literary and oral level."""
26,Bann lingwist konsider travay Benveniste plito kouma enn lapros antropolozik fak ilte langaz,Linguists consider Benveniste's work more as an anthropological approach to language
26,"Plitar, bann lingwist kouma Maingueneau, Culioli ek Kerbrat‐ Orecchioni, pou zeneraliz so lapros e met an evidans nesesite fer distinksion ant, enn kote, itilizasion bann form ek striktir lingwistik an relasion avek sitiasion enonsiasion ek lot kote, lezot tip itilizasion","""Most notably, linguists such as Maingueneau, Culioli, and Kerbrat‐Orecchioni, seek to generalize his approach and emphasize the need to distinguish between, on one hand, using linguistic forms strictly in relation to enunciative situations and on the other, different types of uses."""
26,Deskripsion lingwist franse Antoine Culioli ( ) ek so lekip bien explisit par nos ion ‘reperaz’ ki zot servi pou definir diferan tip relasion ki enn lokiter etablir ant seki li pe dezigne ek so sitiasion kominikasion,The French linguist Antoine Culioli ( ) and his team explain explicitly through their work on ‘references’ used to define different types of relationships established between what is being referred to and its communicative situation
26,Zot finn travay lor bann aktivite langaz tel ki zot revele par bann form ki itilize dan enn enonse,They worked on language activities such as those revealed by the forms used in a speech
26,"An efe, kan enn lokiter itiliz bann form lingwistik par rapor ar so sitiasion kominikasion, li pe literalman donn bann reper lor ki manier li sitie limem ek so interlokiter, kouma li pe ousi sitie seki li pe dir par rapor ar sa sitiasion‐la","""Indeed, when a speaker uses linguistic forms in relation to their communicative situation, they are literally providing references on how they position themselves and their interlocutors, as well as how they position what they are saying in relation to that situation."""
26,Ena trwa tip reperaz ki enn lokiter kapav fer:,There are three types of references that a speaker can make:
27,Reperaz ki ena enn valer idantifikasion parski li ekivo ar bann pwin referans sitiasion kominikasion,There is a value of identification as it is on par with the win situation communication references.
27,"Lokiter‐la itiliz enn form lingwistik ki fer referans ar limem, moman enonsiasion ou lespas enonsiasion","""The speaker uses a linguistic form that makes references to the speech, the moment of enunciation, or the space of enunciation"""
27,Exanp: ‘mo’ dan ‘mo pe vini’ ki fer referans ar lokiter,Example: 'mo' in 'mo pe vini' which refers to the speaker
27,Reperaz ki ena enn valer diferans iasion,There is a different value of enunciation.
27,"Lokiter‐la pe itiliz bann form lingwistik ki signale ki seki li pe dezigne, li diferan me res an relasion ar limem, moman enonsiasion ou lespas enonsiasion","""The speaker uses linguistic forms that signal what he is designating, it is different but also in relation to speech, the moment of enunciation or the space of enunciation"""
27,Exanp: ‘to’ dan ‘to pe vini’ ki fer referans ar dimounn avek ki lokiter an relasion kan li pe koze,Example: 'to' in 'to pe vini' which refers to the person the speaker is speaking with.
27,Text oral ou ekri ki finn prodir dan enn sitiasion kominikasion,Oral or written text that has been produced in a communication situation.
27,Reperaz ki ena enn valer riptir,There is a value of repetition.
27,"Lokiter‐la pe itiliz bann form lingwistik ki signale ki seki li pe dezigne, li diferan ek li osi an riptir ar limem, moman enonsiasion ou lespas enonsiasion","""The speaker uses linguistic forms that signal what he is designating, it is different and also in repetition with speech, the moment of enunciation or the space of enunciation"""
27,Exanp: ‘li’ dan ‘li pe vini’ ki fer referans ar dimounn lor ki lokiter pe koze e avek ki li pena okenn relasion kan li pe koz e,Example: 'li' in 'li pe vini' which refers to the person the speaker is talking about and with whom he has no relationship when he is speaking.
28,Kerbrat‐ Orecchini ( ) osi explisit kan li swazir pou itiliz nosion ‘lokalizasion tanporel’ ek ‘lokalizasion spasial’ pou signifie ki ‘letan’ ek ‘lepas’ striktire apartir enn pwin referans: aktivite langaz bann lokiter,Kerbrat-Orecchini also explicitly explains when he chooses to use the notions 'temporal localization' and 'spatial localization' to imply what 'time' and 'space' strictly mean from a reference point: language activities of speakers
28,Nou pou ousi servi bann teori ki Vandeloise inn prezante pou dekrir lespas an Fr anse ek nou pou adapte li pou nou deskripsion lespas (sapit ),We will also use the theories presented by Vandeloise to describe space in French and adapt it for our description of space (knowledge)
28,"Lintere teori enonsiasion pou enn deskripsion Kreol Morisien Teori enonsiasion partikilierman efikas pou rann kont bann form ek striktir ki disponib dan enn lang spesifik, pou ki enn dimounn devlop e perfeksionn bann laspe fondamantal so fakilte langaz dan enn sitiasion kominikasion","""The interest of enunciation theory for a description of Mauritian Creole Enunciation theory is particularly efficient in highlighting the forms and structures available in a specific language, allowing an individual to develop and perfect the fundamental aspects of their language faculty in a communicative situation"""
28,"Seki bann lingwist apel fakilte langaz, li enn fakilte kognitif ki komin pou tou dimounn","""What linguists call language faculty is a cognitive faculty common to all individuals"""
28,"Sa fakilte‐la devlope prog resivman ek natirelman avek lexperyans, kan enn zanfan pe aprann koze","""This faculty develops progressively and naturally through experience when a child is learning language"""
28,"Lansegnman/aprantisaz sa lang‐la dan enn kontext formel kouma lekol, permet enn lokiter pran konsians tou bann resours disponib dan sa lang‐la pou ki li devlop pli rapidman bann konpetans kominikasion deplizanpli varye ek konplex insi ki so bann kon petans pou aprann plizier lang","""Teaching/learning this language in a formal context such as school allows an individual to become aware of all the resources available in the language so that they can develop communicative skills more rapidly and diversely complex as well as their abilities to learn multiple languages"""
28,"Parmi bann laspe fakilte langaz ki enn imin bizin devlope, ena so konpetans pou exprim li apartir bann referans ki definir so sitiasion kominikasion: ‐ referans interlokiter: lokiter/kololiter (an Kreol Morisyen ‘mo’/ ‘to’; ‘mwa’/ ‘twa’)","""Among the aspects of the language faculty that a child must develop, there is the competence to express oneself based on references that define their communicative situation: - interlocutor reference: speaker/listener (in Mauritian Creole 'mwe'/'toa'; 'mo'/'to')"""
28,"‐ referans moman kot lokiter inskrir so parol (‘aster’ ) ki li pou servi pou sitie, repere ou lokaliz seki li pe dir dan letan ‐ referans landrwa kot lokiter inskrir so parol (‘isi’) ki li pou servi pou sitie, repere ou lokaliz seki li pe dir dan lespas","""- moment reference where the speaker marks their speech ('here') which they use to situate, locate, or localize what they are saying in time - location reference where the speaker marks their speech ('here') which they use to situate, locate, or localize what they are saying in space"""
28,"Sa konpetans ‐la, li fondamantal, parski li esansielman an referans ar sitiasion komi nikasion ki enn dimounn kapav, enn kote, prodir enn parol (oral ou ekri) ki ena sans, e lot kote, konpran parol (oral ou ekri) ki li pe ekoute ou lir","""This competence is fundamental because it is essentially in reference to the communicative situation that an individual can, in one place, produce a speech (oral or written) that is meaningful, and in another place, understand a speech (oral or written) they are listening to or reading"""
28,"Pli inportan ankor, se dan lexersis laparol an sitiasion reel kominikasion ki enn dimounn: ‐ definir, pran k onsians ek devlop so lidantite/personalite dan enn rezo relasion familial e sosial ‐ definir, pran konsians ek striktir letan ek lespas ki karakteriz lavi imin, kondisionn so lekilib mantal e rann posib so lavi dan sosiete","""Even more importantly, it is through the practice of speaking in real communicative situations that an individual: - defines, becomes aware of, and develops their identity/personality in a network of familial and social relations - defines, becomes aware of, and strictly delimits the time and space that characterize their life, conditions their mental equilibrium, and makes it possible for them to live in society"""
29,"INTERLOKISION Enn sitiasion kominikasion, li definir neseserman par enn dimounn ki pran laparol pou adres li ar enn lot dimounn","""INTERLOCUTION is a communication situation, defined by a person who takes the floor to address another person."""
29,"Seki pran laparol, nou apel li ‘lokiter’ e dimounn ar ki lokiter pe adres li, nou ava apel sa dimounn ‐la ‘kololiter’ parski dan enn sitiasion interlokision, toule de aktif: swa pou koze, swa po u ekout ek interpret parol ki pe tande ou lir","""The one who takes the floor, we call him 'interlocutor' and the person with whom the interlocutor is engaging, we will call that person the 'co-interlocutor' because in an interlocution situation, both are active: either to speak, or to listen and interpret the words being heard or read."""
29,"De plis, bann rol lokiter ek kololiter napa bann rol fix: sakenn so tour pran rol lokiter kan li pran laparol; dan sa ka‐la, lot dimounn, ki pa pe koze me ki pe ekoute, pran rol kololiter","""Furthermore, the roles of interlocutor and co-interlocutor are not fixed roles: each person takes on the role of interlocutor when they speak; in this case, the other person, who is not speaking but listening, takes on the role of co-interlocutor."""
29,Nou ava ap el zot toulede ‘interlokiter’,We will now call you both 'interlocutors.'
29,"Bien evidaman, lexperyans montre ki kapav ena plizier lokiter (mem si li ase rar) e plizier interlokiter (seki arive souvan)","""Clearly, experience shows that there can be multiple interlocutors (although rare) and multiple co-interlocutors (those that occur frequently)."""
29,"Deza dan so bann piblikasion ( , ) ki a lorizinn lingwistik enonsiasion, Benveniste finn met an evidans laparol kouma enn landrwa kot sibzektivite enn dimounn manifeste","""Already in his linguistic publications, Benveniste has highlighted speech as a battlefield where a person's subjectivity manifests itself."""
29,"Dan so teori, Benveniste en a enn perspektiv extrem lor sa laspe‐la kan li dir ki se dan ek par so aktivite parol ki enn dimounn existe e donn lexistans dimounn ar ki li pe koze: ‘Est ego celui qui dit ego’","""In his theory, Benveniste takes an extreme perspective on this aspect when he says that it is through and by his speech activity that a person exists and gives existence to the person with whom he is speaking: 'I am the one who says I'."""
29,"Se plitar ki lezot lingwist finn trouv neseser fe r enn distinksion ant enn kote enn dimounn ki existe andeor so aktivite parol, e lot kote, so par sibzektivite ki li manifeste dan so parol kan li koze dan enn sitiasion kominikasion partikilie","""It is more important that other linguists have found it necessary to make a distinction between a side where a person exists outside of his speech activity and, on the other hand, his subjectivity that he manifests in his speech when speaking in a particular communication situation."""
29,"Sa lexanp‐la permet nou ilistre sa distinksion ‐la: Ex: Zak dir Atish: Mo vinn kot twa dime Jack tells Atis h: I’m coming to your place tomorrow Jacques dit à Atish: Je viens chez toi demain Par term ‘mo’, Zak pe idantifie limem kouma dimounn ki pe dir sa parol‐ la","""This example allows us to illustrate this distinction: Example: Zak tells Atish: I'm coming to your place tomorrow Jacques tells Atish: I'm coming to your place tomorrow By the term 'me,' Zak is identifying himself as the person speaking."""
29,"Par ‘twa’ li pe idantifie Atish kouma so kolokiter, e enn kolokiter ar ki li ase pros pou kapav titwa y li","""Through 'you,' he identifies Atish as his co-interlocutor, and a co-interlocutor with whom he is close enough to be able to address."""
31,Gramer laparol met an evidans ki bann pronom ki fer referans ar lokiter ek kolokiter ena enn fonksionnman partikilie,Grammar emphasizes that pronouns serving as references to locutor and collocutor have a specific function.
31,"Zot fonksion priyoriter, se pa dabor ranplas enn lot nom (selon definision enn pron om dan gramer tradisionel), me avan tou, fer referans direkteman ar bann dimounn ki an interlokision dan enn sitiasion kominikasion","""Their priority function is not primarily to replace another noun (according to the traditional grammar definition), but rather to refer directly to the individuals in an interactive communication situation."""
31,Gramer laparol idantifie sa tip fonksion‐la kouma enn fonksion deiktik,Grammar identifies this type of function as a deictic function.
31,"Dan nou deskripsion, nou pe gard denominasion tradisionel ‘pronom personel’ ki tou dimounn kone e ki de tout fason nou retrouve dan sertin ka ki nou pe prezante plis an deta y dan bann deskripsion ki pe swiv","""In our description, we maintain the traditional name 'personal pronouns' that everyone knows and that we also find in some cases that we are presenting in more detail in the following descriptions."""
31,Li inportan osi azoute ki se aktivite parol ki definir fonksion lokiter ek kololiter,It is also important to note that speech activity defines the locutor and collocutor function.
31,"Setadir, mem si dan lemond reel, nou kone ki, a priori, zis dimounn ki kapav rant an interlokision, dan lemond imaziner (bann ko nt, Nou pe itiliz isi enn terminolozi metalingwistik ki dimounn deza kone e ki komin a bann gramer ki itilize kouraman pou Angle ek pou Franse","""That is, even if in the real world, we know that, a priori, only individuals who can be involved in an interaction, in the imaginary world (such as texts, videos, etc.). We are using here a metalinguistic terminology that people already know and that is common to the grammars that are commonly used for English and French."""
31,LOKALIZASION TANPOREL Se avan tou apartir moman interlokision ki bann interlokiter fer enn lokalizasion tanporel,TEMPORAL LOCALIZATION is primarily based on the moment of interaction that the interlocutors make a temporal localization.
31,"Moman interlokision, ki referans tanporel fondamantal, koresponn ar kategori tanporel ‘prezan’ ki fer referans ar tou seki enn lokiter konsidere pe ariv anmemtan (an similtaneite) ki so moman interlokision; seki li lokaliz avan (an anteryorite a) sa moman‐la, pou kon sidere kouma ‘pase’ e seki li lokaliz apre (an posteryorite) pou konsidere kouma ‘fitir’","""The moment of interaction, which refers to the fundamental temporal reference, corresponds to the temporal category 'present' that refers to everything a locutor considers happening simultaneously at the moment of interaction; what happens before (in anteriority to) this moment, is considered 'past' and what happens after (in posteriority) is considered 'future'."""
31,"Pase, prezan, fitir, zot donk bann kategori sibzektif ki pou ena bann referans diferan sak fwa ki enn lokiter pran laparol","""Past, present, future, therefore, they are subjective categories that will have different references each time a locutor takes the floor."""
31,"Alinteryer kategori pase ou fitir, li posib fer enn lokalizasion tanporel apartir enn lot referans ki mom an interlokision","""Within the categories of past or future, it is possible to make a temporal localization from another reference than the moment of interaction."""
32,"Sa referans‐la, li de tout fason segonder par rapor ek moman enonsiasion","""This reference, in any case, is always interpreted according to the moment of enunciation"""
32,"An efe, sa referans‐la deza sitie dan kategori pase ou fitir avan ki itiliz li pou sitie enn lot aksion ou sitiasion avan, anmemtan, ou apre li","""In fact, this reference has already been placed in a past or future category before being used for situating another action or situation, at the same time, before, or after it"""
32,"Dan ka enn lokalizasion tanporel segonder, nou pa pou koz prezan, pas e ou fitir, me plito anteryorite, similtaneite ou posteryerite dan lepase ou dan lefitir (dan prezan, li evidan ki pena lokalizasion segonder)","""In a secondary temporal localization, we will not be talking about the present, but rather about anteriority, simultaneity, or posteriority in the past or future (in the present, it is evident that there is no secondary localization)"""
32,"Bann form lingwistik ki enn lokiter itilize pou lokaliz tanporelman enn aksion ou enn sitiasion, tradwir osi lezot karakteristik tanporel (dire, frekans, pers pektiv retrospeksion ou prospeksion, delimitasion…)","""Linguistic forms that a speaker uses to temporally locate an action or situation, also translate other temporal characteristics (such as frequency, retrospective or prospective perspective, delimitation…)"""
32,"Kouma nou pe donn priyorite fenomenn lokalizasion tanporel, presizion sa bann lezot karakteristik ‐la integre dan komanter ki pe done pou sak tip lokalizasion ki pe prezante","""Since we are prioritizing temporal localization phenomena, we are specifying that these other characteristics are integrated into the commentary given for each type of localization being presented"""
